0,0,0,1.182475885791967
0,0,0.5,1.670449787669722
0,0,1,1.872241185808326
0,0,1.5,2.178089807109697
0,0,2,1.966288742476107
0,0,2.5,1.626328262562027
0,0,3,1.315031189063997
0,0,3.5,0.6673685419794602
0,0,4,0.3837278829283567
0,0,4.5,0.1096099238482383
0,0,5,0.1348893130844828
0,0,5.5,0.3537468909397175
0,0,6,0.7752629315024814
0,0,6.5,1.340059198284024
0,0,7,1.836015877616556
0,0,7.5,2.035025028833947
0,0,8,2.113712342108766
0,0,8.5,1.823389596585624
0,0,9,1.563061374975163
0,0,9.5,1.112734863728282
0,0,10,0.614524821874737
0,0.5,0,0.8803205849544133
0,0.5,0.5,1.410639928348948
0,0.5,1,1.79063053056569
0,0.5,1.5,1.996962366245766
0,0.5,2,1.94395265577746
0,0.5,2.5,1.653504680966695
0,0.5,3,1.052270898576278
0,0.5,3.5,0.6111305634814763
0,0.5,4,0.1974653824272911
0,0.5,4.5,-0.0448668896713437
0,0.5,5,0.04504621554985458
0,0.5,5.5,0.2009888468472706
0,0.5,6,0.7366671293399448
0,0.5,6.5,1.095471037176326
0,0.5,7,1.730411382925824
0,0.5,7.5,1.976970291591895
0,0.5,8,1.883941928115519
0,0.5,8.5,1.717827437575655
0,0.5,9,1.361729442514747
0,0.5,9.5,0.9235339154358011
0,0.5,10,0.494589646380822
0,1,0,0.5877656957001003
0,1,0.5,1.075453852110978
0,1,1,1.439691012710885
0,1,1.5,1.668896660745429
0,1,2,1.605916818170253
0,1,2.5,1.280950191989757
0,1,3,0.7187612453566814
0,1,3.5,0.2810808038403264
0,1,4,-0.1196896588000331
0,1,4.5,-0.4321733224843333
0,1,5,-0.2207288932561451
0,1,5.5,0.02136698473346899
0,1,6,0.4184312598774665
0,1,6.5,0.8740506737542246
0,1,7,1.269274186936384
0,1,7.5,1.586997641693861
0,1,8,1.566863814131682
0,1,8.5,1.495220962815072
0,1,9,1.097359323348992
0,1,9.5,0.6516679954030636
0,1,10,0.005320887365808455
0,1.5,0,0.11329053526667
0,1.5,0.5,0.7393221927872866
0,1.5,1,1.037222358716479
0,1.5,1.5,1.184617195432788
0,1.5,2,1.139122302848345
0,1.5,2.5,0.8238037587520179
0,1.5,3,0.2944003909130344
0,1.5,3.5,-0.2132886545093409
0,1.5,4,-0.5781758948544672
0,1.5,4.5,-0.852960437232701
0,1.5,5,-0.6917077867296844
0,1.5,5.5,-0.4367480054426524
0,1.5,6,-0.1437427824546613
0,1.5,6.5,0.3299156612327927
0,1.5,7,0.8076652786292999
0,1.5,7.5,1.192932204392066
0,1.5,8,1.098646265446218
0,1.5,8.5,0.925393827445808
0,1.5,9,0.6027492373958263
0,1.5,9.5,0.08742818120391732
0,1.5,10,-0.4696997813639791
0,2,0,-0.2242081989354978
0,2,0.5,0.1205339283505484
0,2,1,0.5879329902149117
0,2,1.5,0.5830596560112589
0,2,2,0.6280945527115231
0,2,2.5,0.2174989279075923
0,2,3,-0.1691186101488694
0,2,3.5,-0.5793179895469679
0,2,4,-0.9784340876131346
0,2,4.5,-1.220358348623428
0,2,5,-1.196140484134654
0,2,5.5,-1.020151606237037
0,2,6,-0.6921501839045848
0,2,6.5,-0.002811665677206504
0,2,7,0.2855651951445379
0,2,7.5,0.5803825866033469
0,2,8,0.7490826996990925
0,2,8.5,0.4763750101204859
0,2,9,0.01933844965177313
0,2,9.5,-0.4314563698615336
